series_id,experiment_id,candidate_id,family_id,market,trade_id,session_date,direction,entry_time,exit_time,holding_minutes,entry_price,exit_price,gross_pnl_usd,transaction_cost_usd,net_pnl_usd,risk_points,initial_risk_usd,contracts,exit_reason,mae_usd,mfe_usd,captured_fraction_of_mfe,source_row_number
EXP-027:gap_fade_0p50_prior_close:NQ,EXP-027,gap_fade_0p50_prior_close,gap_fade,NQ,1,2026-01-12,long,2026-01-12T14:35:00+00:00,2026-01-12T15:25:00+00:00,50.0,26344.75,26422.25,1550.0,15.0,1535.0,112.25,2245.0,1,profit_target,,,,1
EXP-027:gap_fade_0p50_prior_close:NQ,EXP-027,gap_fade_0p50_prior_close,gap_fade,NQ,2,2026-01-14,long,2026-01-14T14:35:00+00:00,2026-01-14T14:41:00+00:00,6.0,26268.5,26157.25,-2225.0,15.0,-2240.0,111.25,2225.0,1,protective_stop,,,,2
EXP-027:gap_fade_0p50_prior_close:NQ,EXP-027,gap_fade_0p50_prior_close,gap_fade,NQ,3,2026-01-15,short,2026-01-15T14:35:00+00:00,2026-01-15T14:45:00+00:00,10.0,26377.75,26435.25,-1150.0,15.0,-1165.0,57.5,1150.0,1,protective_stop,,,,3
EXP-027:gap_fade_0p50_prior_close:NQ,EXP-027,gap_fade_0p50_prior_close,gap_fade,NQ,4,2026-01-16,short,2026-01-16T14:35:00+00:00,2026-01-16T15:00:00+00:00,25.0,26354.75,26208.25,2930.0,15.0,2915.0,25.25,505.0,1,profit_target,,,,4
EXP-027:gap_fade_0p50_prior_close:NQ,EXP-027,gap_fade_0p50_prior_close,gap_fade,NQ,5,2026-01-27,short,2026-01-27T14:35:00+00:00,2026-01-27T14:53:00+00:00,18.0,26451.0,26501.5,-1010.0,15.0,-1025.0,50.5,1010.0,1,protective_stop,,,,5
EXP-027:gap_fade_0p50_prior_close:NQ,EXP-027,gap_fade_0p50_prior_close,gap_fade,NQ,6,2026-01-28,short,2026-01-28T14:35:00+00:00,2026-01-28T14:44:00+00:00,9.0,26737.5,26777.0,-790.0,15.0,-805.0,39.5,790.0,1,protective_stop,,,,6
EXP-027:gap_fade_0p50_prior_close:NQ,EXP-027,gap_fade_0p50_prior_close,gap_fade,NQ,7,2026-02-11,short,2026-02-11T14:35:00+00:00,2026-02-11T15:11:00+00:00,36.0,25875.5,25708.75,3335.0,15.0,3320.0,78.75,1575.0,1,profit_target,,,,7
EXP-027:gap_fade_0p50_prior_close:NQ,EXP-027,gap_fade_0p50_prior_close,gap_fade,NQ,8,2026-02-20,long,2026-02-20T14:35:00+00:00,2026-02-20T14:36:00+00:00,1.0,25292.75,25352.5,1195.0,15.0,1180.0,125.25,2505.0,1,profit_target,,,,8
EXP-027:gap_fade_0p50_prior_close:NQ,EXP-027,gap_fade_0p50_prior_close,gap_fade,NQ,9,2026-02-27,long,2026-02-27T14:35:00+00:00,2026-02-27T14:43:00+00:00,8.0,25370.25,25294.0,-1525.0,15.0,-1540.0,76.25,1525.0,1,protective_stop,,,,9
EXP-027:gap_fade_0p50_prior_close:NQ,EXP-027,gap_fade_0p50_prior_close,gap_fade,NQ,10,2026-03-02,long,2026-03-02T14:35:00+00:00,2026-03-02T16:41:00+00:00,126.0,25323.0,25487.25,3285.0,15.0,3270.0,229.0,4580.0,1,profit_target,,,,10
EXP-027:gap_fade_0p50_prior_close:NQ,EXP-027,gap_fade_0p50_prior_close,gap_fade,NQ,11,2026-03-06,long,2026-03-06T14:35:00+00:00,2026-03-06T14:35:00+00:00,0.0,25195.25,25142.5,-1055.0,15.0,-1070.0,52.75,1055.0,1,protective_stop,,,,11
EXP-027:gap_fade_0p50_prior_close:NQ,EXP-027,gap_fade_0p50_prior_close,gap_fade,NQ,12,2026-03-09,long,2026-03-09T13:35:00+00:00,2026-03-09T13:37:00+00:00,2.0,24965.5,24913.0,-1050.0,15.0,-1065.0,52.5,1050.0,1,protective_stop,,,,12
EXP-027:gap_fade_0p50_prior_close:NQ,EXP-027,gap_fade_0p50_prior_close,gap_fade,NQ,13,2026-03-12,long,2026-03-12T13:35:00+00:00,2026-03-12T13:45:00+00:00,10.0,25302.5,25231.25,-1425.0,15.0,-1440.0,71.25,1425.0,1,protective_stop,,,,13
EXP-027:gap_fade_0p50_prior_close:NQ,EXP-027,gap_fade_0p50_prior_close,gap_fade,NQ,14,2026-03-23,short,2026-03-23T13:35:00+00:00,2026-03-23T13:37:00+00:00,2.0,24757.25,24797.0,-795.0,15.0,-810.0,39.75,795.0,1,protective_stop,,,,14
EXP-027:gap_fade_0p50_prior_close:NQ,EXP-027,gap_fade_0p50_prior_close,gap_fade,NQ,15,2026-03-30,short,2026-03-30T13:35:00+00:00,2026-03-30T13:57:00+00:00,22.0,23744.25,23589.25,3100.0,15.0,3085.0,74.5,1490.0,1,profit_target,,,,15
EXP-027:gap_fade_0p50_prior_close:NQ,EXP-027,gap_fade_0p50_prior_close,gap_fade,NQ,16,2026-04-02,long,2026-04-02T13:35:00+00:00,2026-04-02T13:35:00+00:00,0.0,24068.5,24043.25,-505.0,15.0,-520.0,25.25,505.0,1,protective_stop,,,,16
EXP-027:gap_fade_0p50_prior_close:NQ,EXP-027,gap_fade_0p50_prior_close,gap_fade,NQ,17,2026-04-08,short,2026-04-08T13:35:00+00:00,2026-04-08T19:55:00+00:00,380.0,25443.25,25319.0,2485.0,15.0,2470.0,87.0,1740.0,1,forced_flat_1315,,,,17
EXP-027:gap_fade_0p50_prior_close:NQ,EXP-027,gap_fade_0p50_prior_close,gap_fade,NQ,18,2026-04-17,short,2026-04-17T13:35:00+00:00,2026-04-17T13:51:00+00:00,16.0,26953.0,27000.75,-955.0,15.0,-970.0,47.75,955.0,1,protective_stop,,,,18
EXP-027:gap_fade_0p50_prior_close:NQ,EXP-027,gap_fade_0p50_prior_close,gap_fade,NQ,19,2026-04-22,short,2026-04-22T13:35:00+00:00,2026-04-22T14:01:00+00:00,26.0,27103.75,27173.25,-1390.0,15.0,-1405.0,69.5,1390.0,1,protective_stop,,,,19
EXP-027:gap_fade_0p50_prior_close:NQ,EXP-027,gap_fade_0p50_prior_close,gap_fade,NQ,20,2026-04-30,short,2026-04-30T13:35:00+00:00,2026-04-30T13:35:00+00:00,0.0,27625.5,27617.75,155.0,15.0,140.0,146.5,2930.0,1,profit_target,,,,20
EXP-027:gap_fade_0p50_prior_close:NQ,EXP-027,gap_fade_0p50_prior_close,gap_fade,NQ,21,2026-06-04,long,2026-06-04T13:35:00+00:00,2026-06-04T13:45:00+00:00,10.0,30624.0,30490.5,-2670.0,15.0,-2685.0,133.5,2670.0,1,protective_stop,,,,21
EXP-027:gap_fade_0p50_prior_close:NQ,EXP-027,gap_fade_0p50_prior_close,gap_fade,NQ,22,2026-06-05,long,2026-06-05T13:35:00+00:00,2026-06-05T13:36:00+00:00,1.0,30325.0,30279.25,-915.0,15.0,-930.0,45.75,915.0,1,protective_stop,,,,22
