series_id,experiment_id,candidate_id,family_id,market,trade_id,session_date,direction,entry_time,exit_time,holding_minutes,entry_price,exit_price,gross_pnl_usd,transaction_cost_usd,net_pnl_usd,risk_points,initial_risk_usd,contracts,exit_reason,mae_usd,mfe_usd,captured_fraction_of_mfe,source_row_number
EXP-027:premarket_continuation_0p625_time:NQ,EXP-027,premarket_continuation_0p625_time,premarket_momentum_continuation,NQ,1,2026-01-07,long,2026-01-07T14:35:00+00:00,2026-01-07T20:55:00+00:00,380.0,26311.0,26330.25,385.0,15.0,370.0,51.0,1020.0,1,forced_flat_1315,,,,1
EXP-027:premarket_continuation_0p625_time:NQ,EXP-027,premarket_continuation_0p625_time,premarket_momentum_continuation,NQ,2,2026-01-26,long,2026-01-26T14:35:00+00:00,2026-01-26T20:55:00+00:00,380.0,26258.75,26348.25,1790.0,15.0,1775.0,65.5,1310.0,1,forced_flat_1315,,,,2
EXP-027:premarket_continuation_0p625_time:NQ,EXP-027,premarket_continuation_0p625_time,premarket_momentum_continuation,NQ,3,2026-02-03,short,2026-02-03T14:35:00+00:00,2026-02-03T20:55:00+00:00,380.0,26364.75,25913.0,9035.0,15.0,9020.0,76.5,1530.0,1,forced_flat_1315,,,,3
EXP-027:premarket_continuation_0p625_time:NQ,EXP-027,premarket_continuation_0p625_time,premarket_momentum_continuation,NQ,4,2026-02-18,short,2026-02-18T14:35:00+00:00,2026-02-18T14:38:00+00:00,3.0,25258.0,25322.75,-1295.0,15.0,-1310.0,64.75,1295.0,1,protective_stop,,,,4
EXP-027:premarket_continuation_0p625_time:NQ,EXP-027,premarket_continuation_0p625_time,premarket_momentum_continuation,NQ,5,2026-02-23,long,2026-02-23T14:35:00+00:00,2026-02-23T14:36:00+00:00,1.0,25493.0,25459.5,-670.0,15.0,-685.0,33.5,670.0,1,protective_stop,,,,5
EXP-027:premarket_continuation_0p625_time:NQ,EXP-027,premarket_continuation_0p625_time,premarket_momentum_continuation,NQ,6,2026-03-17,long,2026-03-17T13:35:00+00:00,2026-03-17T15:36:00+00:00,121.0,25337.75,25244.5,-1865.0,15.0,-1880.0,93.25,1865.0,1,protective_stop,,,,6
EXP-027:premarket_continuation_0p625_time:NQ,EXP-027,premarket_continuation_0p625_time,premarket_momentum_continuation,NQ,7,2026-03-19,short,2026-03-19T13:35:00+00:00,2026-03-19T13:41:00+00:00,6.0,24637.5,24709.75,-1445.0,15.0,-1460.0,72.25,1445.0,1,protective_stop,,,,7
EXP-027:premarket_continuation_0p625_time:NQ,EXP-027,premarket_continuation_0p625_time,premarket_momentum_continuation,NQ,8,2026-04-02,long,2026-04-02T13:35:00+00:00,2026-04-02T13:35:00+00:00,0.0,24068.5,24043.25,-505.0,15.0,-520.0,25.25,505.0,1,protective_stop,,,,8
EXP-027:premarket_continuation_0p625_time:NQ,EXP-027,premarket_continuation_0p625_time,premarket_momentum_continuation,NQ,9,2026-04-13,long,2026-04-13T13:35:00+00:00,2026-04-13T13:36:00+00:00,1.0,25502.25,25477.0,-505.0,15.0,-520.0,25.25,505.0,1,protective_stop,,,,9
EXP-027:premarket_continuation_0p625_time:NQ,EXP-027,premarket_continuation_0p625_time,premarket_momentum_continuation,NQ,10,2026-04-20,long,2026-04-20T13:35:00+00:00,2026-04-20T13:39:00+00:00,4.0,27091.0,27028.5,-1250.0,15.0,-1265.0,62.5,1250.0,1,protective_stop,,,,10
EXP-027:premarket_continuation_0p625_time:NQ,EXP-027,premarket_continuation_0p625_time,premarket_momentum_continuation,NQ,11,2026-04-21,short,2026-04-21T13:35:00+00:00,2026-04-21T13:58:00+00:00,23.0,27040.25,27107.0,-1335.0,15.0,-1350.0,66.75,1335.0,1,protective_stop,,,,11
EXP-027:premarket_continuation_0p625_time:NQ,EXP-027,premarket_continuation_0p625_time,premarket_momentum_continuation,NQ,12,2026-04-27,short,2026-04-27T13:35:00+00:00,2026-04-27T17:33:00+00:00,238.0,27649.5,27715.5,-1320.0,15.0,-1335.0,66.0,1320.0,1,protective_stop,,,,12
EXP-027:premarket_continuation_0p625_time:NQ,EXP-027,premarket_continuation_0p625_time,premarket_momentum_continuation,NQ,13,2026-04-29,short,2026-04-29T13:35:00+00:00,2026-04-29T13:50:00+00:00,15.0,27427.75,27498.5,-1415.0,15.0,-1430.0,70.75,1415.0,1,protective_stop,,,,13
