series_id,experiment_id,candidate_id,family_id,exp027_cohort,market,session_date,net_pnl_usd,cumulative_net_pnl_usd,equity_usd,drawdown_usd,drawdown_percent,had_trade
EXP-027:premarket_continuation_0p50_time:NQ,EXP-027,premarket_continuation_0p50_time,premarket_momentum_continuation,SECONDARY_MEASUREMENT_CONTEXT,NQ,2026-01-02,0.0,0.0,100000.0,0.0,0.0,False
EXP-027:premarket_continuation_0p50_time:NQ,EXP-027,premarket_continuation_0p50_time,premarket_momentum_continuation,SECONDARY_MEASUREMENT_CONTEXT,NQ,2026-01-05,0.0,0.0,100000.0,0.0,0.0,False
EXP-027:premarket_continuation_0p50_time:NQ,EXP-027,premarket_continuation_0p50_time,premarket_momentum_continuation,SECONDARY_MEASUREMENT_CONTEXT,NQ,2026-01-06,0.0,0.0,100000.0,0.0,0.0,False
EXP-027:premarket_continuation_0p50_time:NQ,EXP-027,premarket_continuation_0p50_time,premarket_momentum_continuation,SECONDARY_MEASUREMENT_CONTEXT,NQ,2026-01-07,370.0,370.0,100370.0,0.0,0.0,True
EXP-027:premarket_continuation_0p50_time:NQ,EXP-027,premarket_continuation_0p50_time,premarket_momentum_continuation,SECONDARY_MEASUREMENT_CONTEXT,NQ,2026-01-08,0.0,370.0,100370.0,0.0,0.0,False
EXP-027:premarket_continuation_0p50_time:NQ,EXP-027,premarket_continuation_0p50_time,premarket_momentum_continuation,SECONDARY_MEASUREMENT_CONTEXT,NQ,2026-01-09,0.0,370.0,100370.0,0.0,0.0,False
EXP-027:premarket_continuation_0p50_time:NQ,EXP-027,premarket_continuation_0p50_time,premarket_momentum_continuation,SECONDARY_MEASUREMENT_CONTEXT,NQ,2026-01-12,0.0,370.0,100370.0,0.0,0.0,False
EXP-027:premarket_continuation_0p50_time:NQ,EXP-027,premarket_continuation_0p50_time,premarket_momentum_continuation,SECONDARY_MEASUREMENT_CONTEXT,NQ,2026-01-13,0.0,370.0,100370.0,0.0,0.0,False
EXP-027:premarket_continuation_0p50_time:NQ,EXP-027,premarket_continuation_0p50_time,premarket_momentum_continuation,SECONDARY_MEASUREMENT_CONTEXT,NQ,2026-01-14,0.0,370.0,100370.0,0.0,0.0,False
EXP-027:premarket_continuation_0p50_time:NQ,EXP-027,premarket_continuation_0p50_time,premarket_momentum_continuation,SECONDARY_MEASUREMENT_CONTEXT,NQ,2026-01-15,0.0,370.0,100370.0,0.0,0.0,False
EXP-027:premarket_continuation_0p50_time:NQ,EXP-027,premarket_continuation_0p50_time,premarket_momentum_continuation,SECONDARY_MEASUREMENT_CONTEXT,NQ,2026-01-16,0.0,370.0,100370.0,0.0,0.0,False
EXP-027:premarket_continuation_0p50_time:NQ,EXP-027,premarket_continuation_0p50_time,premarket_momentum_continuation,SECONDARY_MEASUREMENT_CONTEXT,NQ,2026-01-19,0.0,370.0,100370.0,0.0,0.0,False
EXP-027:premarket_continuation_0p50_time:NQ,EXP-027,premarket_continuation_0p50_time,premarket_momentum_continuation,SECONDARY_MEASUREMENT_CONTEXT,NQ,2026-01-20,0.0,370.0,100370.0,0.0,0.0,False
EXP-027:premarket_continuation_0p50_time:NQ,EXP-027,premarket_continuation_0p50_time,premarket_momentum_continuation,SECONDARY_MEASUREMENT_CONTEXT,NQ,2026-01-21,0.0,370.0,100370.0,0.0,0.0,False
EXP-027:premarket_continuation_0p50_time:NQ,EXP-027,premarket_continuation_0p50_time,premarket_momentum_continuation,SECONDARY_MEASUREMENT_CONTEXT,NQ,2026-01-22,0.0,370.0,100370.0,0.0,0.0,False
EXP-027:premarket_continuation_0p50_time:NQ,EXP-027,premarket_continuation_0p50_time,premarket_momentum_continuation,SECONDARY_MEASUREMENT_CONTEXT,NQ,2026-01-23,0.0,370.0,100370.0,0.0,0.0,False
EXP-027:premarket_continuation_0p50_time:NQ,EXP-027,premarket_continuation_0p50_time,premarket_momentum_continuation,SECONDARY_MEASUREMENT_CONTEXT,NQ,2026-01-26,1775.0,2145.0,102145.0,0.0,0.0,True
EXP-027:premarket_continuation_0p50_time:NQ,EXP-027,premarket_continuation_0p50_time,premarket_momentum_continuation,SECONDARY_MEASUREMENT_CONTEXT,NQ,2026-01-27,-1025.0,1120.0,101120.0,-1025.0,-1.0034754515639532,True
EXP-027:premarket_continuation_0p50_time:NQ,EXP-027,premarket_continuation_0p50_time,premarket_momentum_continuation,SECONDARY_MEASUREMENT_CONTEXT,NQ,2026-01-28,0.0,1120.0,101120.0,-1025.0,-1.0034754515639532,False
EXP-027:premarket_continuation_0p50_time:NQ,EXP-027,premarket_continuation_0p50_time,premarket_momentum_continuation,SECONDARY_MEASUREMENT_CONTEXT,NQ,2026-01-29,2260.0,3380.0,103380.0,0.0,0.0,True
EXP-027:premarket_continuation_0p50_time:NQ,EXP-027,premarket_continuation_0p50_time,premarket_momentum_continuation,SECONDARY_MEASUREMENT_CONTEXT,NQ,2026-01-30,0.0,3380.0,103380.0,0.0,0.0,False
EXP-027:premarket_continuation_0p50_time:NQ,EXP-027,premarket_continuation_0p50_time,premarket_momentum_continuation,SECONDARY_MEASUREMENT_CONTEXT,NQ,2026-02-02,4160.0,7540.0,107540.0,0.0,0.0,True
EXP-027:premarket_continuation_0p50_time:NQ,EXP-027,premarket_continuation_0p50_time,premarket_momentum_continuation,SECONDARY_MEASUREMENT_CONTEXT,NQ,2026-02-03,9020.0,16560.0,116560.0,0.0,0.0,True
EXP-027:premarket_continuation_0p50_time:NQ,EXP-027,premarket_continuation_0p50_time,premarket_momentum_continuation,SECONDARY_MEASUREMENT_CONTEXT,NQ,2026-02-04,0.0,16560.0,116560.0,0.0,0.0,False
EXP-027:premarket_continuation_0p50_time:NQ,EXP-027,premarket_continuation_0p50_time,premarket_momentum_continuation,SECONDARY_MEASUREMENT_CONTEXT,NQ,2026-02-05,0.0,16560.0,116560.0,0.0,0.0,False
EXP-027:premarket_continuation_0p50_time:NQ,EXP-027,premarket_continuation_0p50_time,premarket_momentum_continuation,SECONDARY_MEASUREMENT_CONTEXT,NQ,2026-02-06,0.0,16560.0,116560.0,0.0,0.0,False
EXP-027:premarket_continuation_0p50_time:NQ,EXP-027,premarket_continuation_0p50_time,premarket_momentum_continuation,SECONDARY_MEASUREMENT_CONTEXT,NQ,2026-02-09,0.0,16560.0,116560.0,0.0,0.0,False
EXP-027:premarket_continuation_0p50_time:NQ,EXP-027,premarket_continuation_0p50_time,premarket_momentum_continuation,SECONDARY_MEASUREMENT_CONTEXT,NQ,2026-02-10,0.0,16560.0,116560.0,0.0,0.0,False
EXP-027:premarket_continuation_0p50_time:NQ,EXP-027,premarket_continuation_0p50_time,premarket_momentum_continuation,SECONDARY_MEASUREMENT_CONTEXT,NQ,2026-02-11,0.0,16560.0,116560.0,0.0,0.0,False
EXP-027:premarket_continuation_0p50_time:NQ,EXP-027,premarket_continuation_0p50_time,premarket_momentum_continuation,SECONDARY_MEASUREMENT_CONTEXT,NQ,2026-02-12,0.0,16560.0,116560.0,0.0,0.0,False
EXP-027:premarket_continuation_0p50_time:NQ,EXP-027,premarket_continuation_0p50_time,premarket_momentum_continuation,SECONDARY_MEASUREMENT_CONTEXT,NQ,2026-02-13,0.0,16560.0,116560.0,0.0,0.0,False
EXP-027:premarket_continuation_0p50_time:NQ,EXP-027,premarket_continuation_0p50_time,premarket_momentum_continuation,SECONDARY_MEASUREMENT_CONTEXT,NQ,2026-02-16,0.0,16560.0,116560.0,0.0,0.0,False
EXP-027:premarket_continuation_0p50_time:NQ,EXP-027,premarket_continuation_0p50_time,premarket_momentum_continuation,SECONDARY_MEASUREMENT_CONTEXT,NQ,2026-02-17,0.0,16560.0,116560.0,0.0,0.0,False
EXP-027:premarket_continuation_0p50_time:NQ,EXP-027,premarket_continuation_0p50_time,premarket_momentum_continuation,SECONDARY_MEASUREMENT_CONTEXT,NQ,2026-02-18,-1310.0,15250.0,115250.0,-1310.0,-1.1238846945779,True
EXP-027:premarket_continuation_0p50_time:NQ,EXP-027,premarket_continuation_0p50_time,premarket_momentum_continuation,SECONDARY_MEASUREMENT_CONTEXT,NQ,2026-02-19,0.0,15250.0,115250.0,-1310.0,-1.1238846945779,False
EXP-027:premarket_continuation_0p50_time:NQ,EXP-027,premarket_continuation_0p50_time,premarket_momentum_continuation,SECONDARY_MEASUREMENT_CONTEXT,NQ,2026-02-20,0.0,15250.0,115250.0,-1310.0,-1.1238846945779,False
EXP-027:premarket_continuation_0p50_time:NQ,EXP-027,premarket_continuation_0p50_time,premarket_momentum_continuation,SECONDARY_MEASUREMENT_CONTEXT,NQ,2026-02-23,-685.0,14565.0,114565.0,-1995.0,-1.7115648592999313,True
EXP-027:premarket_continuation_0p50_time:NQ,EXP-027,premarket_continuation_0p50_time,premarket_momentum_continuation,SECONDARY_MEASUREMENT_CONTEXT,NQ,2026-02-24,0.0,14565.0,114565.0,-1995.0,-1.7115648592999313,False
EXP-027:premarket_continuation_0p50_time:NQ,EXP-027,premarket_continuation_0p50_time,premarket_momentum_continuation,SECONDARY_MEASUREMENT_CONTEXT,NQ,2026-02-25,0.0,14565.0,114565.0,-1995.0,-1.7115648592999313,False
EXP-027:premarket_continuation_0p50_time:NQ,EXP-027,premarket_continuation_0p50_time,premarket_momentum_continuation,SECONDARY_MEASUREMENT_CONTEXT,NQ,2026-02-26,0.0,14565.0,114565.0,-1995.0,-1.7115648592999313,False
