session_date,market_open_utc,market_close_utc,expected_cash_minutes,expected_five_minute_bars
2025-08-12,2025-08-12T13:30:00+0000,2025-08-12T20:00:00+0000,390,78
2025-08-13,2025-08-13T13:30:00+0000,2025-08-13T20:00:00+0000,390,78
2025-08-14,2025-08-14T13:30:00+0000,2025-08-14T20:00:00+0000,390,78
2025-08-15,2025-08-15T13:30:00+0000,2025-08-15T20:00:00+0000,390,78
2025-08-18,2025-08-18T13:30:00+0000,2025-08-18T20:00:00+0000,390,78
2025-08-19,2025-08-19T13:30:00+0000,2025-08-19T20:00:00+0000,390,78
2025-08-20,2025-08-20T13:30:00+0000,2025-08-20T20:00:00+0000,390,78
2025-08-21,2025-08-21T13:30:00+0000,2025-08-21T20:00:00+0000,390,78
2025-08-22,2025-08-22T13:30:00+0000,2025-08-22T20:00:00+0000,390,78
2025-08-25,2025-08-25T13:30:00+0000,2025-08-25T20:00:00+0000,390,78
2025-08-26,2025-08-26T13:30:00+0000,2025-08-26T20:00:00+0000,390,78
2025-08-27,2025-08-27T13:30:00+0000,2025-08-27T20:00:00+0000,390,78
2025-08-28,2025-08-28T13:30:00+0000,2025-08-28T20:00:00+0000,390,78
2025-08-29,2025-08-29T13:30:00+0000,2025-08-29T20:00:00+0000,390,78
2025-09-02,2025-09-02T13:30:00+0000,2025-09-02T20:00:00+0000,390,78
2025-09-03,2025-09-03T13:30:00+0000,2025-09-03T20:00:00+0000,390,78
2025-09-04,2025-09-04T13:30:00+0000,2025-09-04T20:00:00+0000,390,78
2025-09-05,2025-09-05T13:30:00+0000,2025-09-05T20:00:00+0000,390,78
2025-09-08,2025-09-08T13:30:00+0000,2025-09-08T20:00:00+0000,390,78
2025-09-09,2025-09-09T13:30:00+0000,2025-09-09T20:00:00+0000,390,78
2025-09-10,2025-09-10T13:30:00+0000,2025-09-10T20:00:00+0000,390,78
2025-09-11,2025-09-11T13:30:00+0000,2025-09-11T20:00:00+0000,390,78
2025-09-12,2025-09-12T13:30:00+0000,2025-09-12T20:00:00+0000,390,78
2025-09-15,2025-09-15T13:30:00+0000,2025-09-15T20:00:00+0000,390,78
2025-09-16,2025-09-16T13:30:00+0000,2025-09-16T20:00:00+0000,390,78
2025-09-17,2025-09-17T13:30:00+0000,2025-09-17T20:00:00+0000,390,78
2025-09-18,2025-09-18T13:30:00+0000,2025-09-18T20:00:00+0000,390,78
2025-09-19,2025-09-19T13:30:00+0000,2025-09-19T20:00:00+0000,390,78
2025-09-22,2025-09-22T13:30:00+0000,2025-09-22T20:00:00+0000,390,78
2025-09-23,2025-09-23T13:30:00+0000,2025-09-23T20:00:00+0000,390,78
2025-09-24,2025-09-24T13:30:00+0000,2025-09-24T20:00:00+0000,390,78
2025-09-25,2025-09-25T13:30:00+0000,2025-09-25T20:00:00+0000,390,78
2025-09-26,2025-09-26T13:30:00+0000,2025-09-26T20:00:00+0000,390,78
2025-09-29,2025-09-29T13:30:00+0000,2025-09-29T20:00:00+0000,390,78
2025-09-30,2025-09-30T13:30:00+0000,2025-09-30T20:00:00+0000,390,78
2025-10-01,2025-10-01T13:30:00+0000,2025-10-01T20:00:00+0000,390,78
2025-10-02,2025-10-02T13:30:00+0000,2025-10-02T20:00:00+0000,390,78
2025-10-03,2025-10-03T13:30:00+0000,2025-10-03T20:00:00+0000,390,78
2025-10-06,2025-10-06T13:30:00+0000,2025-10-06T20:00:00+0000,390,78
2025-10-07,2025-10-07T13:30:00+0000,2025-10-07T20:00:00+0000,390,78
2025-10-08,2025-10-08T13:30:00+0000,2025-10-08T20:00:00+0000,390,78
2025-10-09,2025-10-09T13:30:00+0000,2025-10-09T20:00:00+0000,390,78
2025-10-10,2025-10-10T13:30:00+0000,2025-10-10T20:00:00+0000,390,78
2025-10-13,2025-10-13T13:30:00+0000,2025-10-13T20:00:00+0000,390,78
2025-10-14,2025-10-14T13:30:00+0000,2025-10-14T20:00:00+0000,390,78
2025-10-15,2025-10-15T13:30:00+0000,2025-10-15T20:00:00+0000,390,78
2025-10-16,2025-10-16T13:30:00+0000,2025-10-16T20:00:00+0000,390,78
2025-10-17,2025-10-17T13:30:00+0000,2025-10-17T20:00:00+0000,390,78
2025-10-20,2025-10-20T13:30:00+0000,2025-10-20T20:00:00+0000,390,78
2025-10-21,2025-10-21T13:30:00+0000,2025-10-21T20:00:00+0000,390,78
2025-10-22,2025-10-22T13:30:00+0000,2025-10-22T20:00:00+0000,390,78
2025-10-23,2025-10-23T13:30:00+0000,2025-10-23T20:00:00+0000,390,78
2025-10-24,2025-10-24T13:30:00+0000,2025-10-24T20:00:00+0000,390,78
2025-10-27,2025-10-27T13:30:00+0000,2025-10-27T20:00:00+0000,390,78
2025-10-28,2025-10-28T13:30:00+0000,2025-10-28T20:00:00+0000,390,78
2025-10-29,2025-10-29T13:30:00+0000,2025-10-29T20:00:00+0000,390,78
2025-10-30,2025-10-30T13:30:00+0000,2025-10-30T20:00:00+0000,390,78
2025-10-31,2025-10-31T13:30:00+0000,2025-10-31T20:00:00+0000,390,78
2025-11-03,2025-11-03T14:30:00+0000,2025-11-03T21:00:00+0000,390,78
2025-11-04,2025-11-04T14:30:00+0000,2025-11-04T21:00:00+0000,390,78
2025-11-05,2025-11-05T14:30:00+0000,2025-11-05T21:00:00+0000,390,78
2025-11-06,2025-11-06T14:30:00+0000,2025-11-06T21:00:00+0000,390,78
2025-11-07,2025-11-07T14:30:00+0000,2025-11-07T21:00:00+0000,390,78
2025-11-10,2025-11-10T14:30:00+0000,2025-11-10T21:00:00+0000,390,78
2025-11-11,2025-11-11T14:30:00+0000,2025-11-11T21:00:00+0000,390,78
2025-11-12,2025-11-12T14:30:00+0000,2025-11-12T21:00:00+0000,390,78
2025-11-13,2025-11-13T14:30:00+0000,2025-11-13T21:00:00+0000,390,78
2025-11-14,2025-11-14T14:30:00+0000,2025-11-14T21:00:00+0000,390,78
2025-11-17,2025-11-17T14:30:00+0000,2025-11-17T21:00:00+0000,390,78
2025-11-18,2025-11-18T14:30:00+0000,2025-11-18T21:00:00+0000,390,78
2025-11-19,2025-11-19T14:30:00+0000,2025-11-19T21:00:00+0000,390,78
2025-11-20,2025-11-20T14:30:00+0000,2025-11-20T21:00:00+0000,390,78
2025-11-21,2025-11-21T14:30:00+0000,2025-11-21T21:00:00+0000,390,78
2025-11-24,2025-11-24T14:30:00+0000,2025-11-24T21:00:00+0000,390,78
2025-11-25,2025-11-25T14:30:00+0000,2025-11-25T21:00:00+0000,390,78
2025-11-26,2025-11-26T14:30:00+0000,2025-11-26T21:00:00+0000,390,78
2025-12-01,2025-12-01T14:30:00+0000,2025-12-01T21:00:00+0000,390,78
2025-12-02,2025-12-02T14:30:00+0000,2025-12-02T21:00:00+0000,390,78
2025-12-03,2025-12-03T14:30:00+0000,2025-12-03T21:00:00+0000,390,78
2025-12-04,2025-12-04T14:30:00+0000,2025-12-04T21:00:00+0000,390,78
2025-12-05,2025-12-05T14:30:00+0000,2025-12-05T21:00:00+0000,390,78
2025-12-08,2025-12-08T14:30:00+0000,2025-12-08T21:00:00+0000,390,78
2025-12-09,2025-12-09T14:30:00+0000,2025-12-09T21:00:00+0000,390,78
2025-12-10,2025-12-10T14:30:00+0000,2025-12-10T21:00:00+0000,390,78
2025-12-11,2025-12-11T14:30:00+0000,2025-12-11T21:00:00+0000,390,78
2025-12-12,2025-12-12T14:30:00+0000,2025-12-12T21:00:00+0000,390,78
2025-12-15,2025-12-15T14:30:00+0000,2025-12-15T21:00:00+0000,390,78
2025-12-16,2025-12-16T14:30:00+0000,2025-12-16T21:00:00+0000,390,78
2025-12-17,2025-12-17T14:30:00+0000,2025-12-17T21:00:00+0000,390,78
2025-12-18,2025-12-18T14:30:00+0000,2025-12-18T21:00:00+0000,390,78
2025-12-19,2025-12-19T14:30:00+0000,2025-12-19T21:00:00+0000,390,78
2025-12-22,2025-12-22T14:30:00+0000,2025-12-22T21:00:00+0000,390,78
2025-12-23,2025-12-23T14:30:00+0000,2025-12-23T21:00:00+0000,390,78
2025-12-26,2025-12-26T14:30:00+0000,2025-12-26T21:00:00+0000,390,78
2025-12-29,2025-12-29T14:30:00+0000,2025-12-29T21:00:00+0000,390,78
2025-12-30,2025-12-30T14:30:00+0000,2025-12-30T21:00:00+0000,390,78
2025-12-31,2025-12-31T14:30:00+0000,2025-12-31T21:00:00+0000,390,78
