series_id,experiment_id,market,session_date,net_pnl_usd,cumulative_net_pnl_usd,equity_usd,drawdown_usd,drawdown_percent,had_trade
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-01-02,-1925.0,-1925.0,98075.0,0.0,0.0,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-01-05,-1600.0,-3525.0,96475.0,-1600.0,-1.6314045373438697,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-01-06,1560.0,-1965.0,98035.0,-40.0,-0.04078511343359673,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-01-07,-335.0,-2300.0,97700.0,-375.0,-0.38236043843996936,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-01-08,-1765.0,-4065.0,95935.0,-2140.0,-2.1820035686974255,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-01-09,0.0,-4065.0,95935.0,-2140.0,-2.1820035686974255,False
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-01-12,1435.0,-2630.0,97370.0,-705.0,-0.7188376242671425,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-01-13,0.0,-2630.0,97370.0,-705.0,-0.7188376242671425,False
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-01-14,-325.0,-2955.0,97045.0,-1030.0,-1.050216670915116,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-01-15,2980.0,25.0,100025.0,0.0,0.0,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-01-16,305.0,330.0,100330.0,0.0,0.0,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-01-19,0.0,330.0,100330.0,0.0,0.0,False
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-01-20,-1780.0,-1450.0,98550.0,-1780.0,-1.7741453204425397,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-01-21,2935.0,1485.0,101485.0,0.0,0.0,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-01-22,-1310.0,175.0,100175.0,-1310.0,-1.2908311573138886,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-01-23,1320.0,1495.0,101495.0,0.0,0.0,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-01-26,430.0,1925.0,101925.0,0.0,0.0,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-01-27,485.0,2410.0,102410.0,0.0,0.0,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-01-28,0.0,2410.0,102410.0,0.0,0.0,False
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-01-29,-2410.0,0.0,100000.0,-2410.0,-2.3532858119324285,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-01-30,0.0,0.0,100000.0,-2410.0,-2.3532858119324285,False
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-02-02,2010.0,2010.0,102010.0,-400.0,-0.3905868567522703,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-02-03,4160.0,6170.0,106170.0,0.0,0.0,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-02-04,3805.0,9975.0,109975.0,0.0,0.0,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-02-05,0.0,9975.0,109975.0,0.0,0.0,False
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-02-06,6910.0,16885.0,116885.0,0.0,0.0,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-02-09,0.0,16885.0,116885.0,0.0,0.0,False
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-02-10,0.0,16885.0,116885.0,0.0,0.0,False
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-02-11,-135.0,16750.0,116750.0,-135.0,-0.11549813919664628,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-02-12,8430.0,25180.0,125180.0,0.0,0.0,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-02-13,0.0,25180.0,125180.0,0.0,0.0,False
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-02-16,0.0,25180.0,125180.0,0.0,0.0,False
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-02-17,-6655.0,18525.0,118525.0,-6655.0,-5.31634446397188,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-02-18,930.0,19455.0,119455.0,-5725.0,-4.573414283431858,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-02-19,-2355.0,17100.0,117100.0,-8080.0,-6.454705224476753,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-02-20,3045.0,20145.0,120145.0,-5035.0,-4.022208020450551,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-02-23,3880.0,24025.0,124025.0,-1155.0,-0.922671353251318,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-02-24,3485.0,27510.0,127510.0,0.0,0.0,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-02-25,875.0,28385.0,128385.0,0.0,0.0,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-02-26,2565.0,30950.0,130950.0,0.0,0.0,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-02-27,2060.0,33010.0,133010.0,0.0,0.0,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-03-02,3580.0,36590.0,136590.0,0.0,0.0,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-03-03,-3460.0,33130.0,133130.0,-3460.0,-2.5331283402884543,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-03-04,4375.0,37505.0,137505.0,0.0,0.0,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-03-05,-4015.0,33490.0,133490.0,-4015.0,-2.9198938220428348,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-03-06,0.0,33490.0,133490.0,-4015.0,-2.9198938220428348,False
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-03-09,-3105.0,30385.0,130385.0,-7120.0,-5.177993527508091,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-03-10,0.0,30385.0,130385.0,-7120.0,-5.177993527508091,False
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-03-11,-1740.0,28645.0,128645.0,-8860.0,-6.443402058106979,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-03-12,1720.0,30365.0,130365.0,-7140.0,-5.192538453147158,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-03-13,-2385.0,27980.0,127980.0,-9525.0,-6.927020835605978,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-03-16,-2265.0,25715.0,125715.0,-11790.0,-8.574233664230393,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-03-17,-2590.0,23125.0,123125.0,-14380.0,-10.457801534489656,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-03-18,-1310.0,21815.0,121815.0,-15690.0,-11.410494163848588,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-03-19,1360.0,23175.0,123175.0,-14330.0,-10.421439220391985,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-03-20,4405.0,27580.0,127580.0,-9925.0,-7.217919348387332,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-03-23,-3375.0,24205.0,124205.0,-13300.0,-9.67237554998,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-03-24,0.0,24205.0,124205.0,-13300.0,-9.67237554998,False
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-03-25,5.0,24210.0,124210.0,-13295.0,-9.668739318570234,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-03-26,-3050.0,21160.0,121160.0,-16345.0,-11.886840478528054,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-03-27,3430.0,24590.0,124590.0,-12915.0,-9.392385731427948,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-03-30,3330.0,27920.0,127920.0,-9585.0,-6.970655612523181,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-03-31,-3820.0,24100.0,124100.0,-13405.0,-9.748736409585106,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-04-01,0.0,24100.0,124100.0,-13405.0,-9.748736409585106,False
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-04-02,6070.0,30170.0,130170.0,-7335.0,-5.334351478128068,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-04-03,0.0,30170.0,130170.0,-7335.0,-5.334351478128068,False
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-04-06,-3320.0,26850.0,126850.0,-10655.0,-7.748809134213301,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-04-07,-3750.0,23100.0,123100.0,-14405.0,-10.475982691538489,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-04-08,830.0,23930.0,123930.0,-13575.0,-9.87236827751718,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-04-09,-1585.0,22345.0,122345.0,-15160.0,-11.025053634413293,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-04-10,0.0,22345.0,122345.0,-15160.0,-11.025053634413293,False
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-04-13,4295.0,26640.0,126640.0,-10865.0,-7.9015308534235125,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-04-14,4845.0,31485.0,131485.0,-6020.0,-4.378022617359369,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-04-15,5680.0,37165.0,137165.0,-340.0,-0.24726373586415037,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-04-16,-2655.0,34510.0,134510.0,-2995.0,-2.178102614450384,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-04-17,1660.0,36170.0,136170.0,-1335.0,-0.9708737864077669,True
EXP-027:opening_drive_0p25_time:NQ,EXP-027,NQ,2026-04-20,0.0,36170.0,136170.0,-1335.0,-0.9708737864077669,False
