series_id,experiment_id,candidate_id,family_id,market,trade_id,session_date,direction,entry_time,exit_time,holding_minutes,entry_price,exit_price,gross_pnl_usd,transaction_cost_usd,net_pnl_usd,risk_points,initial_risk_usd,contracts,exit_reason,mae_usd,mfe_usd,captured_fraction_of_mfe,source_row_number
EXP-027:opening_drive_0p25_1p5r:NQ,EXP-027,opening_drive_0p25_1p5r,opening_drive_continuation,NQ,1,2026-01-02,long,2026-01-02T15:00:00+00:00,2026-01-02T15:12:00+00:00,12.0,26222.75,26127.25,-1910.0,15.0,-1925.0,95.5,1910.0,1,protective_stop,,,,1
EXP-027:opening_drive_0p25_1p5r:NQ,EXP-027,opening_drive_0p25_1p5r,opening_drive_continuation,NQ,2,2026-01-05,short,2026-01-05T15:00:00+00:00,2026-01-05T15:28:00+00:00,28.0,26082.25,26161.5,-1585.0,15.0,-1600.0,79.25,1585.0,1,protective_stop,,,,2
EXP-027:opening_drive_0p25_1p5r:NQ,EXP-027,opening_drive_0p25_1p5r,opening_drive_continuation,NQ,3,2026-01-06,long,2026-01-06T15:00:00+00:00,2026-01-06T20:55:00+00:00,355.0,26242.0,26320.75,1575.0,15.0,1560.0,145.0,2900.0,1,forced_flat_1315,,,,3
EXP-027:opening_drive_0p25_1p5r:NQ,EXP-027,opening_drive_0p25_1p5r,opening_drive_continuation,NQ,4,2026-01-07,long,2026-01-07T15:00:00+00:00,2026-01-07T17:07:00+00:00,127.0,26346.25,26475.625,2587.5,15.0,2572.5,86.25,1725.0,1,profit_target,,,,4
EXP-027:opening_drive_0p25_1p5r:NQ,EXP-027,opening_drive_0p25_1p5r,opening_drive_continuation,NQ,5,2026-01-08,short,2026-01-08T15:00:00+00:00,2026-01-08T20:55:00+00:00,355.0,26092.75,26180.25,-1750.0,15.0,-1765.0,199.25,3985.0,1,forced_flat_1315,,,,5
EXP-027:opening_drive_0p25_1p5r:NQ,EXP-027,opening_drive_0p25_1p5r,opening_drive_continuation,NQ,6,2026-01-12,long,2026-01-12T15:00:00+00:00,2026-01-12T20:55:00+00:00,355.0,26390.25,26462.75,1450.0,15.0,1435.0,157.75,3155.0,1,forced_flat_1315,,,,6
EXP-027:opening_drive_0p25_1p5r:NQ,EXP-027,opening_drive_0p25_1p5r,opening_drive_continuation,NQ,7,2026-01-14,short,2026-01-14T15:00:00+00:00,2026-01-14T20:55:00+00:00,355.0,26075.25,26090.75,-310.0,15.0,-325.0,204.0,4080.0,1,forced_flat_1315,,,,7
EXP-027:opening_drive_0p25_1p5r:NQ,EXP-027,opening_drive_0p25_1p5r,opening_drive_continuation,NQ,8,2026-01-15,short,2026-01-15T15:00:00+00:00,2026-01-15T20:17:00+00:00,317.0,26352.5,26218.625,2677.5,15.0,2662.5,89.25,1785.0,1,profit_target,,,,8
EXP-027:opening_drive_0p25_1p5r:NQ,EXP-027,opening_drive_0p25_1p5r,opening_drive_continuation,NQ,9,2026-01-16,short,2026-01-16T15:00:00+00:00,2026-01-16T20:55:00+00:00,355.0,26218.0,26202.0,320.0,15.0,305.0,162.0,3240.0,1,forced_flat_1315,,,,9
EXP-027:opening_drive_0p25_1p5r:NQ,EXP-027,opening_drive_0p25_1p5r,opening_drive_continuation,NQ,10,2026-01-20,long,2026-01-20T15:00:00+00:00,2026-01-20T18:33:00+00:00,213.0,25811.0,25722.75,-1765.0,15.0,-1780.0,88.25,1765.0,1,protective_stop,,,,10
EXP-027:opening_drive_0p25_1p5r:NQ,EXP-027,opening_drive_0p25_1p5r,opening_drive_continuation,NQ,11,2026-01-21,long,2026-01-21T15:00:00+00:00,2026-01-21T19:48:00+00:00,288.0,25812.5,26106.5,5880.0,15.0,5865.0,196.0,3920.0,1,profit_target,,,,11
EXP-027:opening_drive_0p25_1p5r:NQ,EXP-027,opening_drive_0p25_1p5r,opening_drive_continuation,NQ,12,2026-01-22,short,2026-01-22T15:00:00+00:00,2026-01-22T20:55:00+00:00,355.0,26071.0,26135.75,-1295.0,15.0,-1310.0,149.75,2995.0,1,forced_flat_1315,,,,12
EXP-027:opening_drive_0p25_1p5r:NQ,EXP-027,opening_drive_0p25_1p5r,opening_drive_continuation,NQ,13,2026-01-23,long,2026-01-23T15:00:00+00:00,2026-01-23T15:59:00+00:00,59.0,26157.0,26315.25,3165.0,15.0,3150.0,105.5,2110.0,1,profit_target,,,,13
EXP-027:opening_drive_0p25_1p5r:NQ,EXP-027,opening_drive_0p25_1p5r,opening_drive_continuation,NQ,14,2026-01-26,long,2026-01-26T15:00:00+00:00,2026-01-26T20:55:00+00:00,355.0,26326.0,26348.25,445.0,15.0,430.0,132.75,2655.0,1,forced_flat_1315,,,,14
EXP-027:opening_drive_0p25_1p5r:NQ,EXP-027,opening_drive_0p25_1p5r,opening_drive_continuation,NQ,15,2026-01-27,long,2026-01-27T15:00:00+00:00,2026-01-27T20:55:00+00:00,355.0,26541.5,26566.5,500.0,15.0,485.0,135.25,2705.0,1,forced_flat_1315,,,,15
EXP-027:opening_drive_0p25_1p5r:NQ,EXP-027,opening_drive_0p25_1p5r,opening_drive_continuation,NQ,16,2026-01-29,short,2026-01-29T15:00:00+00:00,2026-01-29T20:55:00+00:00,355.0,26353.5,26473.25,-2395.0,15.0,-2410.0,310.5,6210.0,1,forced_flat_1315,,,,16
EXP-027:opening_drive_0p25_1p5r:NQ,EXP-027,opening_drive_0p25_1p5r,opening_drive_continuation,NQ,17,2026-02-02,long,2026-02-02T15:00:00+00:00,2026-02-02T20:55:00+00:00,355.0,26235.75,26337.0,2025.0,15.0,2010.0,207.0,4140.0,1,forced_flat_1315,,,,17
EXP-027:opening_drive_0p25_1p5r:NQ,EXP-027,opening_drive_0p25_1p5r,opening_drive_continuation,NQ,18,2026-02-03,short,2026-02-03T15:00:00+00:00,2026-02-03T20:55:00+00:00,355.0,26121.75,25913.0,4175.0,15.0,4160.0,319.5,6390.0,1,forced_flat_1315,,,,18
EXP-027:opening_drive_0p25_1p5r:NQ,EXP-027,opening_drive_0p25_1p5r,opening_drive_continuation,NQ,19,2026-02-04,short,2026-02-04T15:00:00+00:00,2026-02-04T17:27:00+00:00,147.0,25683.25,25389.625,5872.5,15.0,5857.5,195.75,3915.0,1,profit_target,,,,19
EXP-027:opening_drive_0p25_1p5r:NQ,EXP-027,opening_drive_0p25_1p5r,opening_drive_continuation,NQ,20,2026-02-06,long,2026-02-06T15:00:00+00:00,2026-02-06T17:32:00+00:00,152.0,25345.75,25579.75,4680.0,15.0,4665.0,156.0,3120.0,1,profit_target,,,,20
EXP-027:opening_drive_0p25_1p5r:NQ,EXP-027,opening_drive_0p25_1p5r,opening_drive_continuation,NQ,21,2026-02-11,short,2026-02-11T15:00:00+00:00,2026-02-11T15:24:00+00:00,24.0,25795.5,25557.375,4762.5,15.0,4747.5,158.75,3175.0,1,profit_target,,,,21
EXP-027:opening_drive_0p25_1p5r:NQ,EXP-027,opening_drive_0p25_1p5r,opening_drive_continuation,NQ,22,2026-02-12,short,2026-02-12T15:00:00+00:00,2026-02-12T16:12:00+00:00,72.0,25697.25,25420.875,5527.5,15.0,5512.5,184.25,3685.0,1,profit_target,,,,22
EXP-027:opening_drive_0p25_1p5r:NQ,EXP-027,opening_drive_0p25_1p5r,opening_drive_continuation,NQ,23,2026-02-17,short,2026-02-17T15:00:00+00:00,2026-02-17T18:39:00+00:00,219.0,24972.75,25304.75,-6640.0,15.0,-6655.0,332.0,6640.0,1,protective_stop,,,,23
EXP-027:opening_drive_0p25_1p5r:NQ,EXP-027,opening_drive_0p25_1p5r,opening_drive_continuation,NQ,24,2026-02-18,long,2026-02-18T15:00:00+00:00,2026-02-18T20:55:00+00:00,355.0,25430.0,25477.25,945.0,15.0,930.0,189.0,3780.0,1,forced_flat_1315,,,,24
