series_id,experiment_id,market,session_date,net_pnl_usd,cumulative_net_pnl_usd,equity_usd,drawdown_usd,drawdown_percent,had_trade
EXP-027:gap_fade_0p75_1r:NQ,EXP-027,NQ,2026-01-02,0.0,0.0,100000.0,0.0,0.0,False
EXP-027:gap_fade_0p75_1r:NQ,EXP-027,NQ,2026-01-05,0.0,0.0,100000.0,0.0,0.0,False
EXP-027:gap_fade_0p75_1r:NQ,EXP-027,NQ,2026-01-06,0.0,0.0,100000.0,0.0,0.0,False
EXP-027:gap_fade_0p75_1r:NQ,EXP-027,NQ,2026-01-07,0.0,0.0,100000.0,0.0,0.0,False
EXP-027:gap_fade_0p75_1r:NQ,EXP-027,NQ,2026-01-08,0.0,0.0,100000.0,0.0,0.0,False
EXP-027:gap_fade_0p75_1r:NQ,EXP-027,NQ,2026-01-09,0.0,0.0,100000.0,0.0,0.0,False
EXP-027:gap_fade_0p75_1r:NQ,EXP-027,NQ,2026-01-12,0.0,0.0,100000.0,0.0,0.0,False
EXP-027:gap_fade_0p75_1r:NQ,EXP-027,NQ,2026-01-13,0.0,0.0,100000.0,0.0,0.0,False
EXP-027:gap_fade_0p75_1r:NQ,EXP-027,NQ,2026-01-14,0.0,0.0,100000.0,0.0,0.0,False
EXP-027:gap_fade_0p75_1r:NQ,EXP-027,NQ,2026-01-15,-1165.0,-1165.0,98835.0,-1165.0,-1.165,True
EXP-027:gap_fade_0p75_1r:NQ,EXP-027,NQ,2026-01-16,0.0,-1165.0,98835.0,-1165.0,-1.165,False
EXP-027:gap_fade_0p75_1r:NQ,EXP-027,NQ,2026-01-19,0.0,-1165.0,98835.0,-1165.0,-1.165,False
EXP-027:gap_fade_0p75_1r:NQ,EXP-027,NQ,2026-01-20,0.0,-1165.0,98835.0,-1165.0,-1.165,False
EXP-027:gap_fade_0p75_1r:NQ,EXP-027,NQ,2026-01-21,0.0,-1165.0,98835.0,-1165.0,-1.165,False
EXP-027:gap_fade_0p75_1r:NQ,EXP-027,NQ,2026-01-22,0.0,-1165.0,98835.0,-1165.0,-1.165,False
EXP-027:gap_fade_0p75_1r:NQ,EXP-027,NQ,2026-01-23,0.0,-1165.0,98835.0,-1165.0,-1.165,False
